Japanese,English
やとう,opposition party
らく,"comfort, relief"
ざいせい,"public finance, financial affairs"
ざいさん,"fortune, asset"
ぶんかざい,cultural assets
じょしゅ,"assistant, helper"
りそく,interest
よきん,"deposit, bank account"
きんゆう,finance
かんかく,"interval, space"
しゅうりょう,"end, expiry"
かんりょう,completion
かてい,"course, curriculum"
しゅうりょう,completion
しょうにん,"approval, recognition"
しょうち,"consent, knowledge"
おさめる,pay a tax or fee
かぶしき,stock
せっとく,persuasion
しょとく,"income, earnings"
しじ,"support, maintenance"
がっか,"subject, department"
える,"obtain, gain"
ちしき,knowledge
なっとく,"acceptance, persuasion"
ひひょう,"criticism, comment"
ふとくい,one's weak point
とくする,"profit, gain"
とく,"gain, advantage"
そん,"loss, damage"
そんがい,"damage, harm"
そんする,"lose, suffer loss"
いよく,"volition, motivation"
ねんりょう,fuel
もやす,burn
ひやけ,suntan
やきにく,"grilled meat, barbequed meat"
ゆうやけ,sunset glow
やきそば,pan-fried noodles
かんそう,"drying up, desiccation"
かんぶ,executive
じそく,speed per hour
そくど,"speed, velocity"
みき,tree trunk
ぎょうせき,"achievement, performance"
さんそ,oxygen
すなお,"honest, straightforward"
すいそ,hydrogen
すばやい,"nimble, quick"
スピーチ,speech
ききめ,"effect, efficacy"
こころ,"heart, mind"
じつに,"truly, surely"
たいおう,"correspondence, equivalence"
はたらき,"work, function"
チャンス,chance
せきたん,coal
いわ,"rock, crag"
もろい,"weak, brittle"
むせいぶつ,inanimate object
きし,"shore, bank"
キス,kiss
せいちょう,growth
こうてい,"schoolyard, campus"
いっしゅう,"circle, around"
さくばん,"last night, last evening"
まずしい,"poor, needy"
てらす,"illuminate, shine on"
ていれ,"care, repairs"
まく,"sow, scatter"
み,"fruit, nut"
ふくらむ,"expand, swell"
めいしょ,"noted place, sights"
こうげん,"plateau, highland"
ぶんさん,dispersion
ちる,"scatter, fall"
ちらかる,"lie scattered about, be in disorder"
ちらかす,"scatter, disarrange"
つきよ,moonlit night
しょくぶつ,"plant, vegetation"
しょくみんち,"colony, settlement"
うえき,"garden plant, shrub"
ぜんぱん,"whole, general"
どく,move out of the way
たうえ,rice planting
けいぞく,"continuation, succession"
こんきょ,"grounds, basis"
こんぽん,"basis, root"
きんいろ,golden color
たいら,"flat, level"
めじるし,"landmark, sign"
ね,"root, source"
だいこん,"daikon radish, oriental radish"
はしご,ladder
いた,"board, plank"
かんばん,"signboard, sign"
まないた,chopping board
くさばな,plants and flowers
ほうれんそう,spinach
ぎもん,"question, doubt"
ことばづかい,"wording, language"
おちば,fallen leaves
いいかえる,"express in different words, paraphrase"
このは,tree leaves
かきことば,written language
きずつく,"get injured, be hurt"
じょせいてき,"feminine, womanly"
てきせつ,"appropriate, adequate"
わご,native Japanese word
はなしことば,spoken language
ひらひら,"lightly, floating"
はっぱ,leaf
けいかん,"police officer, policeman"
ついで,on the way
よびだす,"call, page"
きゅうしゅう,"absorption, merger"
いき,breath
こきゅう,"breathing, respiration"
せいじょう,"normality, normalcy"
すいこむ,"inhale, suck in"
およぶ,"reach to, come up to"
とりあつかう,"handle, deal in"
びょうどう,"equality, impartiality"
とりあつかい,"handling, manipulation"
こうきゅう,"high rank, high class"
きゅう,"grade, class"
じょうきゅう,"higher grade, advanced class"
しょきゅう,"beginner class, elementary level"
どうきゅうせい,classmate
ちゅうきゅう,"middle-class, intermediate"
すっと,clear
くう,"eat, live on"
けっこう,"all right, no thank you"
はら,belly
ひっこむ,"draw back, pull in"
はらいっぱい,full stomach
はい,"lung, lungs"
ひらたい,"flat, level"
ばん,"one's turn, watch"
しゅっけつ,"bleeding, hemorrhage"
けつえき,blood
こうおん,high temperature
とける,"be dissolved, be melted"
とかす,"dissolve, melt"
しょうめい,"proof, evidence"
えき,"liquid, fluid"
ようい,"easy, simple"
ようき,"receptacle, container"
このむ,"like, be fond of"
せなか,back
せびろ,business suit
いたみ,"pain, ache"
けいせい,formation
げか,surgery
こっせつ,"fracture, broken bone"
ぶんせき,analysis
けんぜん,"healthy, sound"
ほけん,"health, health care"
けんこう,health
がい,"harm, damage"
ブーム,boom
てきど,"moderate, proper"
はやね,going to bed early
しんさつ,medical examination
ないか,internal medicine
みる,examine
しょくぶつえん,botanical garden
たいけん,experience
にほんしゅ,"sake, rice wine"
いりょう,"medical service, healthcare"
ちりょう,medical treatment
きのどく,"pitiable, regrettable"
しょうどく,"disinfection, sterilization"
どく,"poison, harm"
ちゅうどく,poisoning
ゆうどく,"poisonous, noxious"
ばいきん,"bacterium, germ"
しょうじょう,symptom
ちゅうねん,middle age
せいしょ,clean copy
イメージ,image
せいけつ,"cleanliness, neatness"
ふけつ,"dirty, filthy"
かんとく,"supervisor, film director"
さつえい,"photographing, shoot"
アップ,close-up
すいちゅう,"in the water, underwater"
プリント,print
レントゲン,X-rays
えがく,"depict, describe"
ず,"figure, map"
がか,"artist, painter"
じめん,"surface, ground"
きょくせん,"curve, curved line"
くしん,"pains, efforts"
あぶらえ,oil painting
ちょくせん,straight line
かつやく,"activity, action"
さいかい,"reopening, restart"
さいせい,playback
さいかい,reunion
かわす,exchange
あむ,knit
へんしゅう,"editing, compilation"
こうはん,"latter half, second half"
かさい,"fire, conflagration"
かいほう,"release, setting free"
きちょう,airplane captain
かいほう,opening
ほんらい,"originally, essentially"
ついほう,"banishment, deportation"
ちゅうけい,"relay, broadcasting"
ほうしゃのう,radioactivity
ほうる,"fling, hurl"
じゅうし,"importance, value"
してん,viewpoint
きんし,"nearsightedness, shortsightedness"
むし,"ignoring, disregarding"
たほう,other side
ジャズ,jazz
いるい,"clothes, garments"
いふく,"clothes, dress"
いりょう,"clothing, garments"
いしょくじゅう,clothing and food and housing
じみ,"plain, sober"
ととのえる,"arrange, adjust"
ふさわしい,"suitable, appropriate"
かりに,"supposing that, even if"
かてい,"assumption, supposition"
かり,"provisional, temporary"
ふりがな,reading aid in kana characters
えんぜつ,"speech, address"
こうえん,public performance
しゅつえん,"appearance on stage, performance"
ちからづよい,"powerful, vigorous"
やく,"role, part"
げき,"drama, play"
しゅやく,"leading part, starring role"
げきじょう,theater
えんげき,"drama, play"
きげき,comedy
こくりつ,national
さくや,last night
はじまり,beginning
わかれ,"separation, parting"
のりこえる,"overcome, get over"
ひげき,"tragedy, tragic drama"
まして,much more
しゅうだん,"group, mass"
だんたい,"group, corporation"
だんち,"housing estate, housing complex"
かためる,"harden, strengthen"
かたまる,"harden, solidify"
こたい,"solid, solid matter"
われわれ,we
インテリ,intelligent
かぼちゃ,pumpkin
かじる,"nibble, bite"
ぎょうざ,Chinese dumpling
たいひ,"contrast, comparison"
はっと,taken aback
ていぎ,definition
なんびゃく,"several hundred, hundreds"
はくし,Ph.D.
はかせ,"expert, doctor"
きゅうそく,"rapid, swift"
きんだい,modern times
てんかい,"unfolding, development"
はってん,"expansion, prosperity"
しゅさい,"sponsorship, promotion"
オリンピック,the Olympics
もよおし,"event, function"
うながす,"hasten, urge"
さいそく,"demand, urging"
こてん,classics
じてん,dictionary
かんわ,Chinese and Japanese
てんけいてき,"typical, representative"
てんけい,"type, model"
ことに,"especially, exceptionally"
ダウン,"down, malfunction"
とくしゅ,"special, unique"
かすか,"faint, dim"
びみょう,"subtle, delicate"
ごめん,sorry
めんぜい,tax exemption
きょか,"permission, approval"
ゆうこう,"effective, valid"
どうか,please
めんきょ,"license, permit"
むせきにん,irresponsibility
とりけし,"cancellation, annulment"
くんよみ,Japanese pronunciation
くん,Japanese reading of kanji
じょし,"particle, postposition"
けいようし,adjective
どうし,verb
めいし,noun
ふくし,adverb
だいめいし,pronoun
したがう,"follow, obey"
じょうし,boss
げんじゅう,"strict, secure"
しかい,"master of ceremonies, host"
さきほど,"some time ago, a little while ago"
つとめる,"perform a duty, play a role"
むける,"turn toward, point at"
ひきのばす,"extend, prolong"
ぺこぺこ,"bow, kowtow"
こうにゅう,purchase
こうえん,lecture
こうぎ,lecture
かき,"summer, summer season"
きゅうこう,cancellation of lecture
テーマ,"the theme, the subject"
こうし,"speaker, lecturer"
しんだん,diagnosis
ぎし,"engineer, technician"
しか,dentistry
かかわる,"involve, concern"
しわす,December
かがく,chemistry
こうき,latter period
こうがくぶ,department of engineering
ざつだん,"chat, idle talk"
じかんわり,time table
レベル,level
せんもんか,"specialist, expert"
たんしゅく,"shortening, contraction"
とうろく,registration
ひっし,desperation
たいいく,"physical training, physical education"
レポート,"report, paper"
はらいこむ,"pay in, pay up"
もと,under the supervision
すべて,"all, entirely"
おてつだい,"helper, assistant"
あとかたづけ,cleaning up
ことづける,leave a message
ほしゅ,"conservation, maintenance"
でんとう,"tradition, convention"
つたわる,"be transmitted, be handed down"
でんせつ,"legend, folk tale"
てつだい,"help, assistant"
まっさき,"first thing, forefront"
でんごん,verbal message
こゆう,"peculiar to, characteristic"
ことり,small bird
やきとり,"yakitori, grilled chicken"
からす,"crow, raven"
ひめい,"shriek, scream"
しゅうい,"circumference, surroundings"
ざつおん,"noise, interference"
おおごえ,loud voice
たかまる,"rise, increase"
ひびく,"reverberate, vibrate"
わらいごえ,laughter
なきごえ,"tearful voice, crying"
はなしごえ,"voice, whisper"
まじる,"be blended, get mixed"
せわ,"take care of, provide service"
ぐるぐる,round and round
くすぐったい,ticklish
にっか,daily routine
はなす,"release, free"
りこう,"clever, bright"
なめる,"lick, lap"
きんし,"prohibition, forbiddance"
けいこく,"warning, admonition"
うしろむき,facing backward
とりしまり,"regulation, crackdown"
ちゅうしゃ,parking
さわぎ,"clamor, commotion"
さわがしい,noisy
がやがや,chatter loudly
そうおん,noise
そうどう,"disturbance, confusion"
そうぞうしい,"noisy, rowdy"
かう,"raise, keep"
いか,squid
めいし,"business card, calling card"
まぐろ,tuna
わさび,"wasabi, Japanese horseradish"
きゅうげき,"sudden, abrupt"
しげき,"stimulus, stimulation"
かんげき,"deep emotion, moving"
にっちゅう,Sino-Japanese
てんこう,"weather, climate"
ひとどおり,traffic
のう,brain
きょうみ,interest
せいよう,"the West, the Occident"
きげん,"origin, beginning"
いっこうに,"absolutely, at all"
みんぞく,"race, people"
パターン,pattern
ぶんがく,literature
こうふん,"excitement, agitation"
かんきゃく,"audience, spectator"
げんだい,"present age, modern times"
おどろかす,"surprise, amaze"
いたる,"come to, reach"
いたるところ,"everywhere, all over"
しきゅう,"urgent, pressing"
すえ,(after) the end
しゅっか,"shipping, dispatch"
いっち,"accord, agreement"
いたす,humbly do
おくれ,"delay, being late"
とうちゃく,arrival
ちてん,"spot, point"
かろう,overwork
きゅうびょう,sudden illness
とうさん,insolvency
めんどう,"troublesome, difficult"
ひろう,fatigue
なみき,"row of trees, roadside trees"
ななめ,"diagonal, slant"
たっぷり,"fully, amply"
かたむく,"decline, go down"
かたむける,"lean, cock (one's head)"
さか,"slope, incline"
ゆるやか,"slack, loose"
チェンジ,"change, exchange"
せばまる,"become narrow, contract"
せばめる,"narrow, contract"
くうかん,"space, room"
はば,"width, breadth"
じょこう,slow speed
けっかん,blood vessel
かたさ,hardness
しぜんに,"naturally, instinctively"
じゅうなん,"pliable, flexible"
いためる,"damage, spoil"
やわらかい,"soft, gentle"
きんきゅう,"urgent, pressing"
きんちょう,"tension, strain"
しばしば,"often, frequently"
しゅっちょう,business trip
めいじる,"order, give orders"
ひとまえ,in front of other people
はりきる,"go all out, make efforts"
よくばり,"greed, greedy"
しょうとつ,"collision, conflict"
しつぎょう,"unemployment, loss of job"
えんとつ,"chimney, smokestack"
じゅうじろ,crossroads
かいじょう,maritime
いいだす,begin to speak
けむり,"smoke, fumes"
とつぜん,"abruptly, suddenly"
つく,"thrust, poke"
はつねつ,"generation of heat, get a fever"
ついとつ,collision
どきっと,"surprised, shocked"
ていし,"stop, suspension"
なめらか,"smooth, glassy"
ふれる,"touch, come in contact with"
しんしつ,bedroom
くっつける,"join, paste"
ぶつける,bump
はげる,"come off, peel off"
さける,"avoid, evade"
くんれん,"training, drill"
さいあく,the worst
ひなん,"refuge, shelter"
きち,"base, military base"
ぐんじ,military affairs
じえいたい,Self Defense Forces
ぐんたい,"army, troops"
ついらく,"fall, crash"
りょかくき,passenger plane
へいき,"arms, weapon"
けっかく,tuberculosis
ぶき,"weapon, arms"
へいたい,"soldier, troops"
たま,"bullet, shot"
はずむ,"spring back, bounce"
ためし,"trial, test"
シャッター,shutter
くしゃくしゃ,"messy, scrunch"
まんまる,perfect circle
せんこう,"major, specialization"
せめる,"attack, take the offensive"
ジャーナリズム,journalism
じんぶんかがく,humanities
びじゅつ,"art, fine arts"
ぶつり,"physics, natural law"
いかり,"anger, rage"
かん,"pipe, tube"
へいし,soldier
ばくはつ,"explosion, eruption"
ばくだん,bomb
おこす,"bring about, cause"
あばれる,"act violently, rage about"
ぼうらく,"slump, crash"
とく,"explain, preach"
ぼうりょく,"violence, force"
らんぼう,violence
かなしみ,"grief, sadness"
かいりょう,"improvement, reform"
あらそい,"conflict, battle"
ぜったい,absolutely
きぜつ,fainting
たえず,"constantly, always"
わらい,laughter
にくたい,"body, flesh"
ほろびる,"go to ruin, fall"
せっち,establishment
かく,"core, atomic nucleus"
ぼうえい,"defense, protection"
ぼうし,"prevention, determent"
ぼうか,"fire prevention, fireproof"
てんさい,natural disaster
ぼうがい,"hindrance, obstruction"
きらう,dislike
いやがる,"dislike, hate"
きげん,"mood, health"
すききらい,"likes and dislikes, taste"
てつや,staying up all night
せいぶつ,"living creature, lifeform"
てっていてき,"thorough, exhaustive"
とうてい,"after all, in the long run"
こうぎ,"protest, remonstrance"
ていこう,"resistance, opposition"
グリーン,green
すてき,"lovely, nice"
だんせい,"male, man"
デザイン,design
やぶる,defeat
ドレス,dress
よこがお,"profile, face seen from side"
てき,"enemy, foe"
おどかす,"threaten, intimidate"
けんい,"authority, power"
いばる,"put on airs, be arrogant"
じょうせい,"state of things, situation"
いきおい,"vigor, momentum"
かたがた,people
けんぶつにん,"spectator, sightseer"
たいせい,"state, preparedness"
うつす,"reflect, project"
しょどう,Japanese calligraphy
うけみ,"passiveness, passive voice"
あらわす,"show, reveal"
つねに,"always, at all times"
し,death
おそれる,"fear, apprehend"
おそらく,probably
かおつき,"face, expression"
こわがる,"be afraid of, fear"
きょだい,"huge, gigantic"
きょひ,"denial, rejection"
けいれつ,affiliation
けいとう,"system, lineage"
たいけい,"system, organization"
りけい,science
ぶんけい,"liberal arts, humanities"
しそん,"descendant, offspring"
きぬ,"silk, silk fabrics"
めん,cotton
いじ,"maintenance, upkeep"
しんし,gentleman
はんえい,"prosperity, thriving"
いだい,"great, mighty"
はつめい,invention
にっかん,Japan and Korea
かたな,"sword, blade"
かみそり,razor
たえる,"withstand, endure"
やじるし,arrow
こどく,"solitary, lonely"
つめきり,nail clipper
ざらざら,"rough, gritty"
ちらばる,be scattered
わく,"frame, limits"
すいへい,"horizontal, level"
しんどう,vibration
はし,"end, edge"
こてい,"fixing, stability"
せんたん,"edge, vanguard"
ぼう,"rod, stick"
ほそながい,"long and thin, slender"
ことがら,"matter, affair"
がら,"pattern, design"
ひとがら,"character, personality"
ぶし,"samurai, warrior"
おもみ,"weight, importance"
えだ,"branch, twig"
くさき,plants and trees
こがらし,cold wintry wind
し,poetry
しじん,poet
きがえ,change of clothes
パイプ,pipe
つめる,"stuff, fill"
つまる,"be stuffed, be stopped up"
むりやり,"by force, against one's will"
ゆずる,"transfer, concede"
ねんぱい,"age, elderly age"
かく,lack
せいじつ,"sincerity, honesty"
まことに,"truly, very"
さかん,"prosperous, active"
とうじょう,"appearance on stage, appearance"
もりあげる,build up excitement
ちほう,"district, region"
もりあがる,"become lively, get fired up"
もる,"heap up, fill"
けんそん,"humility, modesty"
かねる,"serve two functions, combine"
こうしき,"formal, official"
とおす,"let pass, run through"
はり,"needle, needle-shaped object"
ペンチ,pliers
たしかめる,"make sure of, confirm"
めいじん,"master, master hand"
つり,angling
にがす,let go
つりあい,"balance, proportion"
つりあう,"balance, match"
にぶい,"dull, sluggish"
どんかん,thick-headedness
くさり,"chain, tether"
もうす,"speak humbly, state humbly"
さくせい,"manufacture, production"
かんしょう,"viewing, enjoyment (of art)"
いんかん,personal seal
かね,"bell, gong"
かんしょう,ornamental
アルミニウム,aluminum
てつ,iron
でまえ,home delivery of food
たに,"valley, ravine"
よゆう,"room, leeway"
かいすいよく,sea bathing
にゅうよく,bathing
せきどう,equator
そう,"lie along, follow along"
すなはま,"sandy beach, sands"
はま,"beach, seashore"
はだし,"barefoot, bare feet"
うかぶ,float
おき,offshore
わん,"bay, gulf"
いずみ,"spring, fountain"
おんせん,hot spring
てんねん,nature
じょうりゅう,upstream
かりゅう,downstream
ひろば,"square, open space"
ならす,accustom
もぐる,dive into
れいたん,"cool, indifferent"
にごる,get cloudy
すむ,"clear, become clear"
あふれる,"over flow, flood"
ポット,"pot, thermos"
ゆげ,"steam, vapor"
よろこび,"joy, happiness"
しめる,"get damp, get wet"
たりょう,"large quantity, great deal"
もれる,"leak, be disclosed"
もらす,"give away, let leak"
そこ,"bottom, depths"
だいぶぶん,"most, greater part"
ぬらす,"wet, moisten"
みぞ,"ditch, groove"
ねぎ,"Welsh onion, green onion"
きき,"crisis, emergency"
さけび,"shout, cry"
さけぶ,"shout, cry out"
はく,"holler, spew"
なげく,"sigh, grieve"
きつえん,smoking
いたむ,"feel pain, hurt"
ね,"sound, note"
よぼう,"prevention, protection"
むしば,"decayed tooth, cavity"
むし,"insect, worm"
ちゅうじつ,"faithfulness, devotion"
ちゅうこく,"advice, admonishment"
いけない,"wrong, must not"
かける,stake
ひとまず,first of all
おん,"debt of gratitude, kindness"
めぐまれる,"be blessed, be privileged"
てん,"sky, Heaven"
どうとく,"morality, morals"
しりあい,acquaintance
しがい,"the streets, downtown"
とんや,"wholesale store, wholesaler"
ちょっけい,diameter
はんけい,radius
わしつ,Japanese style room
もる,"leak, be leaky"
どんぶり,bowl
しょうりょう,small amount
ころがす,"roll, roll over"
こな,"powder, flour"
つぶ,"grain, drop"
こむぎ,wheat
こむぎこ,flour
おおむぎ,barley
はかる,"measure, weigh"
いったい,"area, vicinity"
とれる,"be harvested, be cultivated"
むぎ,wheat
たはた,fields and rice paddies
すいじ,cooking
とうゆ,"kerosene, lamp oil"
でんとう,"lamp, electric light"
ほのお,"flame, blaze"
スモッグ,smog
こよみ,"calendar, almanac"
ねんがっぴ,date
かわ,"peel, fur"
ひにく,"cynicism, irony"
むける,"come off, peel"
むく,"peel, pare"
ひふ,skin
けがわ,fur
ぜいかん,"custom house, customs"
けいと,"woolen yarn, wool"
ブラシ,brush
お,tail
むすぶ,"tie, join"
みだれる,"be disordered, be disturbed"
そっと,"softly, gently"
ピン,"hairpin, pin"
そめる,"dye, color"
いきなり,"all of a sudden, without warning"
はる,"strain, be stretched"
もむ,"rub, massage"
じびか,"otorhinology, ENT"
くちびる,"lip, lips"
におい,"smell, odor"
なまぐさい,smelling of fish
におう,stink (unpleasant)
めんどうくさい,"troublesome, tiresome"
におう,smell (pleasant)
ベスト,best
かいしゃく,"interpretation, explanation"
いま,living room
おる,"be present, stay (humble)"
かん,"interval, duration of time"
まあ,well
どうきょ,living together
つち,"soil, ground"
よせる,"draw near, draw up, gather"
いっそう,"more, even more"
こうそう,"high altitude, high-rise"
そびえる,tower
たいそう,"very, highly"
りれき,"history, personal history"
りれきしょ,"resume, bio"
おおう,"cover, hide"
こせき,family register
がらすど,glass door
せいねん,"majority, adult"
やくひん,"medicine, drug"
とだな,"closet, cupboard"
とびら,door
うちわ,round paper fan
はね,feather
よくじつ,the following day
よくあさ,the following morning
よくねん,the following year
おか,"land, shore"
しんせん,fresh
いちば,"market, marketplace"
あざやか,vivid
あり,ant
ぐんしゅう,crowd
むれ,"crowd, herd"
ぐん,county
スケジュール,schedule
きみ,you
つれる,"take along, bring along"
まかせる,"entrust to, leave it to"
ちょうしょ,"strong point, merit"
なぐる,"hit, strike"
ようし,"gist, overview"
あぶら,"fat, grease"
しぼう,"fat, grease"
すべすべ,smooth
はだ,"skin, surface"
はだぎ,underwear
はだいろ,flesh color
コック,"cook, chef"
りょういき,"territory, domain"
いちょう,stomach and intestines
ちょう,"intestines, entrails"
かんじん,"vital, essential"
だいたん,"boldness, daring"
まく,curtain
くらす,"live, earn one's livelihood"
くらし,"living, livelihood"
くれ,"dusk, the end (of a season or a year)"
くれる,grow dark
おんだん,"warm, mild"
おせいぼ,year-end gift
ぜいたく,"luxury, extravagance"
わずか,"few, little"
ふじゆう,"inconvenience, discomfort"
ちょうわ,"harmony, agreement"
のぞみ,"desire, hope"
ゆうぐれ,"evening, twilight"
なかよく,"harmoniously, amicably"
おう,king
ぼち,"graveyard, cemetery"
はかまいり,visit to a grave
しばふ,"lawn, turf"
め,"bud, sprout"
くき,stem
じゅんじゅんに,"by turns, in order"
つまむ,munch on
すいせん,"recommendation, nomination"
えんがん,"coast, shore"
あれる,"be wild, run waste"
あらい,"wild, reckless"
あらい,"harsh, rough"
あらす,"damage, ransack"
あわただしい,busy
あわてる,"be flurried, hurry"
そうしき,funeral ceremony
ぎしき,"ceremony, ritual"
ぎょうぎ,"manners, behavior"
れいぎ,"good manners, courtesy"
ぎせい,sacrifice
あく,"evil, badness"
にくむ,"hate, detest"
にくしみ,"hatred, enmity"
にくらしい,"hateful, horrible"
にくい,"hateful, abominable"
ほとけ,"buddha, Buddhist image"
ぶっきょう,Buddhism
にち,Japan
おぼうさん,"monk, priest"
ならす,"ring, sound"
だいめい,title
ぼうさん,Buddhist priest
のりおくれる,miss
ホット,hot
こっき,national flag
ひのまる,"Rising Sun Flag, Japanese flag"
ひっしゃ,writer
ひっきしけん,written examination
とがる,be sharp
ひっきようぐ,"writing materials, pens and pencils"
ふで,"writing brush, penmanship"
たけ,bamboo
ふえ,"flute, whistle"
めいぼ,"registry, name list"
ぜんしん,the whole body
きんにく,"muscle, sinews"
すじみち,"method, logic"
すじ,muscle
のばす,"stretch, straighten"
ひかり,"light, flash"
ぎっしり,tightly
しょう,"smallness, small size"
しょくりょう,food supplies
ふた,"lid, cover"
みずいろ,"sky blue, turquoise"
とうめい,transparent
ざぶとん,cushion
まし,"more, better"
すり,pickpocket
おとしもの,lost property
つっこむ,"thrust in, dash into"
たった,"only, merely"
ふわふわ,soft
とりだす,"take out, pull out"
ぬの,cloth
じこ,"oneself, self"
きれ,sharpness
ほうちょう,"kitchen knife, carving knife"
つつみ,"package, parcel"
つつみがみ,wrapping paper
かかえる,hold in one's arms
いだく,"embrace, hug"
なやみ,"troubles, worries"
しょうりょう,small quantity
く,"phrase, clause"
かんようく,"idiom, common phrase"
もんく,complaint
げじゅん,end of the month
じょうじゅん,beginning of the month
ちゅうじゅん,middle ten days of a month
あきる,be fed up
がく,picture frame
かざり,"ornament, decoration"
えさ,"bait, feed"
へいぼん,"common, ordinary"
つうちょう,"bankbook, passbook"
きゅう,"old, former"
いくじ,"childcare, child-raising"
しょうにか,pediatrics
にんしん,"pregnancy, conception"
せいめい,full name
せい,"surname, family name"
どうせい,same surname
よめ,"bride, daughter-in-law"
はなよめ,bride
はなむこ,bridegroom
しなぎれ,"run out, sell out"
しんるい,"relatives, kin"
おさない,"young, childish"
ようじ,"young child, infant"
がさがさ,rustle
つける,"pull up, park (a vehicle)"
がんか,ophthalmology
きんがん,"nearsightedness, shortsightedness"
レンズ,lens
こころよい,"pleasant, agreeable"
すっきり,refreshed
すやすや,peaceful and content
いねむり,"doze, nap"
たんに,"merely, simply"
もよおす,"feel, experience"
ふくれる,"expand, fill up"
のりこす,ride past
ねむたい,sleepy
ねむり,"sleep, slumber"
まぶた,eyelid
ながめ,"view, prospect"
いっしゅん,"instant, moment"
すいみん,"sleep, slumber"
すいちょく,"vertical, perpendicular"
どうふう,enclosure
ふう,"seal, sealing"
あつりょく,pressure
かいてん,"revolution, rotation"
カバー,"cover, covering"
こころがける,"bear in mind, try"
こしかける,sit down
おとこらしい,"manly, masculine"
かんだんけい,thermometer
こしかけ,"stool, seat"
じゃんじゃん,"many times, repeatedly"
よびかける,"call to, appeal to"
ひっかかる,"be caught, be trapped"
はなしかける,"address someone, speak to someone"
とおりかかる,happen to pass by
ひっかける,hook on
よりかかる,lean against something
そち,"measure, step"
おがむ,"bow in veneration, worship"
はいけん,humbly look at or see
ひかえる,"hold back, show moderation"
ひかえしつ,waiting room
コンセント,"outlet, wall socket"
とうばん,"being on duty, person on duty"
みちがえる,"mistake, fail to recognize"
ほうき,broom
さしだす,"submit, stretch out"
しょうじょ,girl
じょう,"upper, best"
よわみ,"weakness, shortcoming"
にぎりしめる,"squeeze, grip"
りょうて,both hands
せつび,"equipment, facilities"
かくしゅ,"each kind, various"
そろう,be (all) together
どうぐ,tool
かっこ,"parentheses, brackets"
マーケット,market
オーケストラ,"orchestra, orchestral music"
しき,"command, initiative"
かがやく,"shine brilliantly, glitter"
おさえる,"suppress, bring under control"
よっきゅう,"want, desire"
しんこう,"faith, religious belief"
ていねん,mandatory retirement age
でむかえ,"meeting, receiving"
ほいくえん,"day-care center, nursery school"
むかえ,"greeting, meeting"
とげる,"accomplish, achieve"
めざましい,"striking, marvelous"
めぐる,"go round, circulate"
ぐうぜん,"chance, accident"
ぐうすう,even number
すみ,"nook, corner"
しろ,"castle, fort"
さいばい,"cultivation, raising"
けいかい,"vigilance, precaution"
あげる,"cite, give (an example)"
いくら,no matter how much
うかがう,politely ask
はいく,haiku
はいゆう,"actor, actress"
どうさ,"movements, actions"
びんかん,sensitive
こうかい,regret
くやしい,"vexing, frustrating"
いまさら,"now, too late"
ならう,"copy, follow an example"
おれ,"I, me"
ロック,rock (music)
はんかん,"ill feeling, antipathy"
ふりむく,"turn around, look back"
せいかく,"character, personality"
いちぶぶん,"part, portion"
こうてい,affirmation
からっぽ,empty
オルガン,"organ, pipe organ"
からい,"strict, severe"
かきとり,dictation
ほんき,"seriousness, earnestness"
つかむ,"grip, grab"
すもう,sumo wrestling
にゅうもん,initiation
ふへい,"discontent, dissatisfaction"
りょう,"dormitory, lodging house"
かたよる,"be one-sided, deviate"
へんけん,"prejudice, biased view"
いっぺんに,all at once
なんべん,how many times
ほど,"extent, limit"
ほる,"dig, unearth"
しゅうきょう,religion
せんでん,"publicity, advertisement"
しんぎ,"deliberation, consideration"
けんぽう,"constitution, constitutional law"
あつかう,"handle, deal with"
てんらんかい,exhibition
しさん,"property, assets"
ひなん,"criticism, blame"
そうりだいじん,prime minister
だいじん,minister
きゅうぎょう,"suspension of business, closure"
のぞむ,be present at
りんじ,"temporary, provisional"
かいぞう,"remodeling, reorganization"
ないかく,cabinet
たたかう,fight
はばつ,"clique, faction"
ぶんれつ,"division, split"
おとろえる,"weaken, decline"
ふりかえる,"turn one's head, turn round"
なつかしい,"longed-for, old"
おしむ,"grudge, regret"
おしい,"almost, close"
かざん,volcano
ふんか,"eruption, volcanic activity"
ふんすい,"jet, fountain"
うらみ,"grudge, hatred"
うらむ,"hold a grudge, feel resentment"
ふゆかい,"unpleasant, disagreeable"
ゆかい,"pleasant, delightful"
かくご,"readiness, resolution"
おう,"chase, pursue"
おやゆび,thumb
あやしい,"suspicious, dubious"
あやしむ,suspect
ぐん,"army, troops"
するどい,"pointed, acute"
ふせぐ,"prevent, defend"
ふっかつ,"revival, rebirth"
ふきん,"neighborhood, environs"
てあて,"allowance, medical care"
ひとさしゆび,index finger
げんかい,"boundary, limit"
じまん,showing off
かんしん,admiration
しょうしょう,"a little, a few"
げひん,"vulgar, low"
まんが,"manga, comics"
かこむ,"enclose, encircle"
しょくたく,dining table
もと,"origin, source"
でんたく,pocket calculator
かんげい,welcome
いし,"doctor, physician"
すすめる,"suggest, recommend"
あせる,"feel pressured, feel hurried"
こげる,"scorch, burn"
えいゆう,hero
さんみゃく,mountain range
ゆうだい,"grand, magnificent"
まさに,"just, surely"
かくとく,acquisition
